name,open_price,high_price,low_price,close_price,price_change,change_rate,trading_volume,date
포스코퓨처엠,310000,312500,302000,303000,2500,+0.83%,546393,24.02.16
포스코퓨처엠,292000,304500,292000,300500,15000,+5.25%,765158,24.02.15
포스코퓨처엠,270000,289500,265500,285500,9500,+3.44%,555130,24.02.14
포스코퓨처엠,280000,283500,273000,276000,-6500,-2.30%,486337,24.02.13
포스코퓨처엠,274500,285500,272000,282500,13500,+5.02%,669142,24.02.08
포스코퓨처엠,267000,281000,265000,269000,9000,+3.46%,783209,24.02.07
포스코퓨처엠,262000,263500,254500,260000,-5000,-1.89%,306573,24.02.06
포스코퓨처엠,264500,269000,259000,265000,500,+0.19%,330524,24.02.05
포스코퓨처엠,263500,267500,256000,264500,4500,+1.73%,451567,24.02.02
포스코퓨처엠,253000,262000,240500,260000,6500,+2.56%,707412,24.02.01
포스코퓨처엠,251000,260500,250000,253500,-500,-0.20%,310390,24.01.31
포스코퓨처엠,265500,271000,253500,254000,-4000,-1.55%,592699,24.01.30
포스코퓨처엠,269500,269500,256000,258000,-9000,-3.37%,561807,24.01.29
포스코퓨처엠,248000,269000,247000,267000,16000,+6.37%,696846,24.01.26
포스코퓨처엠,257500,259000,246500,251000,-10000,-3.83%,612060,24.01.25
포스코퓨처엠,265000,268500,257000,261000,-4500,-1.69%,443127,24.01.24
포스코퓨처엠,261000,272000,260000,265500,2500,+0.95%,534748,24.01.23
포스코퓨처엠,278000,279500,263000,263000,-15500,-5.57%,671498,24.01.22
포스코퓨처엠,287000,291500,274000,278500,-6000,-2.11%,490126,24.01.19
포스코퓨처엠,288500,296500,283000,284500,-4000,-1.39%,515850,24.01.18
포스코퓨처엠,301500,302000,288500,288500,-15000,-4.94%,501909,24.01.17
포스코퓨처엠,300500,309500,300000,303500,-2500,-0.82%,352034,24.01.16
포스코퓨처엠,310000,313000,302500,306000,-8000,-2.55%,365664,24.01.15
포스코퓨처엠,319500,320000,308000,314000,-8500,-2.64%,462482,24.01.12
포스코퓨처엠,324000,331000,320000,322500,2000,+0.62%,454458,24.01.11
포스코퓨처엠,325500,329000,319000,320500,-7000,-2.14%,327992,24.01.10
포스코퓨처엠,333500,336500,327000,327500,-3000,-0.91%,252757,24.01.09
포스코퓨처엠,338000,343000,328500,330500,-12500,-3.64%,484724,24.01.08
포스코퓨처엠,332000,346500,326500,343000,12500,+3.78%,601842,24.01.05
포스코퓨처엠,323000,334000,322500,330500,-1500,-0.45%,437701,24.01.04
포스코퓨처엠,347000,347500,332000,332000,-20000,-5.68%,569557,24.01.03
포스코퓨처엠,359000,362000,351000,352000,-7000,-1.95%,331687,24.01.02
포스코퓨처엠,357500,362000,353500,359000,1500,+0.42%,344381,23.12.28
포스코퓨처엠,349000,371500,348500,357500,9500,+2.73%,678513,23.12.27
포스코퓨처엠,348000,357000,344500,348000,-7000,-1.97%,478578,23.12.26
포스코퓨처엠,371000,374500,355000,355000,-13000,-3.53%,557559,23.12.22
포스코퓨처엠,361000,382000,361000,368000,-0,0.00%,1138550,23.12.21
포스코퓨처엠,366500,372500,364000,368000,7500,+2.08%,546188,23.12.20
포스코퓨처엠,367500,368000,356500,360500,-5000,-1.37%,492440,23.12.19
포스코퓨처엠,376000,377500,365000,365500,5000,+1.39%,815933,23.12.18
